spectrum,VDISP,VDISP_ERR,Z,Z_ERR,ZWARNING,SPECTROFLUX_U,SPECTROFLUX_G,SPECTROFLUX_R,SPECTROFLUX_I,SPECTROFLUX_Z,SPECTROFLUX_IVAR_U,SPECTROFLUX_IVAR_G,SPECTROFLUX_IVAR_R,SPECTROFLUX_IVAR_I,SPECTROFLUX_IVAR_Z,SPECTROSYNFLUX_U,SPECTROSYNFLUX_G,SPECTROSYNFLUX_R,SPECTROSYNFLUX_I,SPECTROSYNFLUX_Z,SPECTROSYNFLUX_IVAR_U,SPECTROSYNFLUX_IVAR_G,SPECTROSYNFLUX_IVAR_R,SPECTROSYNFLUX_IVAR_I,SPECTROSYNFLUX_IVAR_Z,object_id
"{'flux': array([ 7.120094 ,  7.118842 ,  7.1175923, ..., 11.574501 , 11.574501 ,
       11.574501 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",157.28442,12.586043,0.1331369,3.522648e-05,False,4.2299457,13.69675,37.75838,58.013184,77.886406,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,3.8213036,13.639316,37.729492,57.7358,77.697754,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462858966527928320'
"{'flux': array([ 0.09632754,  0.09631111,  0.09629471, ..., 12.893957  ,
       12.893957  , 12.893957  ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",197.09454,13.643233,0.16886294,3.513287e-05,False,3.5506656,12.228624,39.583557,64.40879,88.21133,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,3.6400528,12.169742,39.561573,64.07102,88.03302,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462859791161649152'
"{'flux': array([7.559821 , 7.5585155, 7.5572104, ..., 5.6488748, 5.6488748,
       5.6488748], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 1.0513136, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",113.74754,26.80853,0.20019665,1.0957581e-05,False,6.5096245,12.072417,22.618116,32.13538,36.08012,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,6.122919,12.038765,22.473213,31.925428,35.79455,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462860340917463040'
"{'flux': array([10.795451, 10.793495, 10.791543, ..., 64.28019 , 64.28019 ,
       64.28019 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 1.0367707, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",156.95895,4.824412,0.043215703,1.1091238e-05,False,22.975422,79.64743,206.4366,322.4917,432.72754,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,16.94223,80.41921,204.98694,320.92325,437.7813,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462860615795369984'
"{'flux': array([3.4128988, 3.4122822, 3.4116666, ..., 4.518586 , 4.518586 ,
       4.518586 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 1.0368239, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",81.92993,25.087431,0.074569106,8.917359e-06,False,5.162335,11.653546,20.403183,27.925156,31.600508,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,4.4992623,11.648943,20.198874,28.177736,31.330103,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462860890673276928'
"{'flux': array([ 6.342506 ,  6.3413653,  6.340225 , ..., 12.047947 , 12.047947 ,
       12.047947 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 1.0369776, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",194.90363,16.803516,0.18317606,2.9068886e-05,False,5.136764,13.480001,39.422276,64.446495,86.88481,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,5.025115,13.375912,39.544895,64.179344,86.87006,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462861715306997760'
"{'flux': array([10.79908 , 10.796998, 10.794916, ..., 12.163488, 12.163488,
       12.163488], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 1.0370262, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",109.38739,12.108276,0.13500895,3.3429988e-05,False,3.9837139,13.855271,38.32483,59.453854,80.03062,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,3.4332418,13.826086,38.297447,59.14702,80.29508,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462861990184904704'
"{'flux': array([ 0.7705913 ,  0.77045405,  0.7703171 , ..., 17.421331  ,
       17.421331  , 17.421331  ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0.       , 0.       , 1.0370675, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",192.78268,13.001257,0.1376063,3.3099648e-05,False,4.7777686,15.911855,48.044647,76.3627,106.66681,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,4.639612,15.86573,48.100723,76.3454,106.42699,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462862265062811648'
"{'flux': array([ 9.069786,  9.068162,  8.136586, ..., 18.902359, 18.902359,
       18.902359], dtype=float32), 'ivar': array([0.        , 0.01280147, 0.        , ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([0.       , 1.0373113, 1.0371273, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False,  True, ...,  True,  True,  True])}",71.08665,7.0753355,0.04427061,1.9569494e-05,False,10.502616,31.644684,69.09255,99.60215,125.87859,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,10.366405,31.543816,69.03784,99.655106,125.23663,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462862539940718592'
"{'flux': array([1.1348639 , 1.1346567 , 0.80654144, ..., 3.8474417 , 3.8474417 ,
       3.8474417 ], dtype=float32), 'ivar': array([0.       , 0.7899107, 0.       , ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lsf_sigma': array([0.       , 1.0373647, 1.0371715, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False,  True, ...,  True,  True,  True])}",0.0,0.0,-0.00035958012,11.319266,False,0.42953163,-0.033572547,-0.6958905,0.18870607,7.198811,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,-0.09855013,-0.061649483,-0.64118725,0.0019033998,7.166869,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462862814818625536'
"{'flux': array([14.51788 , 14.515141, 13.726889, ..., 17.871271, 17.871271,
       17.871271], dtype=float32), 'ivar': array([0.        , 0.06286926, 0.        , ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([0.       , 1.0374763, 1.0372833, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False,  True, ...,  True,  True,  True])}",91.185974,9.435588,0.042506263,1.1497365e-05,False,13.684702,31.557995,63.465977,92.67147,120.13944,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,13.875891,31.547739,63.165657,93.029465,118.309105,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462863364574439424'
"{'flux': array([41.16079 , 41.152924, 41.109756, ..., 44.13855 , 44.13855 ,
       44.13855 ], dtype=float32), 'ivar': array([0.       , 0.0504014, 0.       , ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lsf_sigma': array([0.       , 1.0375074, 1.037314 , ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False,  True, ...,  True,  True,  True])}",56.54832,7.7375083,0.031009723,7.349853e-06,False,70.94765,126.59934,196.61964,250.02734,295.58777,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,76.927376,125.90572,196.05241,250.28912,292.77255,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462863639452346368'
"{'flux': array([0.05353588, 0.05352563, 0.3321257 , ..., 5.243021  , 5.243021  ,
       5.243021  ], dtype=float32), 'ivar': array([0.        , 0.07425649, 0.        , ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([0.       , 1.0375621, 1.0373691, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False,  True, ...,  True,  True,  True])}",101.30115,16.691135,0.13483891,3.866416e-05,False,2.5428755,7.5331874,19.706278,30.239103,40.18252,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,2.087957,7.47124,19.746279,30.22642,40.388817,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462863914330253312'
"{'flux': array([ 4.685975 ,  4.6851063,  5.489474 , ..., 22.500666 , 22.500666 ,
       22.500666 ], dtype=float32), 'ivar': array([0.        , 0.06349705, 0.        , ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([0.       , 1.0376042, 1.0374112, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False,  True, ...,  True,  True,  True])}",239.75644,11.668656,0.16917111,2.887835e-05,False,6.6253204,21.740456,67.75896,106.799255,143.57195,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,6.308471,21.67125,67.83307,106.62068,142.88074,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462864189208160256'
"{'flux': array([ 1.5030134,  2.2330444, -3.351889 , ..., 13.739438 , 13.739438 ,
       13.739438 ], dtype=float32), 'ivar': array([0.0695127 , 0.06956353, 0.07500759, ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([1.037951 , 1.0377567, 1.0375654, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([False, False, False, ...,  True,  True,  True])}",133.6399,11.118889,0.10267954,3.250437e-05,False,4.580573,16.336123,44.03737,67.794685,91.25808,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,4.065993,16.281307,44.12412,67.564224,91.63892,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462865013841881088'
"{'flux': array([ 9.338221  ,  9.287114  , -0.34225512, ...,  6.8278885 ,
        6.8278885 ,  6.8278885 ], dtype=float32), 'ivar': array([0.0530365 , 0.06438856, 0.07497109, ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([1.0379778, 1.0377834, 1.0375905, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([False, False, False, ...,  True,  True,  True])}",107.48844,23.196325,0.25694975,1.1783667e-05,False,4.8211837,8.468456,19.010715,27.167356,35.090023,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,4.5452757,8.427259,18.970179,27.088501,35.092583,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462865288719788032'
"{'flux': array([ 5.0647993, 13.6510515,  4.4451017, ..., 28.279902 , 28.279902 ,
       28.279902 ], dtype=float32), 'ivar': array([0.05163979, 0.04711282, 0.05306548, ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([1.038018 , 1.0378257, 1.0376316, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([False, False, False, ...,  True,  True,  True])}",142.25658,7.1639476,0.06317487,1.7734892e-05,False,10.206281,43.148323,106.54336,159.89313,212.32817,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,9.697647,43.16081,106.041595,159.87653,211.7412,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462865563597694976'
"{'flux': array([1.8785137, 7.500057 , 6.4102573, ..., 5.3254976, 5.3254976,
       5.3254976], dtype=float32), 'ivar': array([0.07917829, 0.07183494, 0.07572763, ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([1.0317547, 1.0315562, 1.0313579, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([False, False, False, ...,  True,  True,  True])}",0.0,29.855736,0.12594661,1.1495783e-05,False,3.35294,8.168542,15.665965,23.065168,27.626722,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,2.61689,8.122241,15.741524,22.776354,27.84752,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462866388231415808'
"{'flux': array([3.103328 , 6.1633162, 2.8701055, ..., 9.642415 , 9.642415 ,
       9.642415 ], dtype=float32), 'ivar': array([0.07317404, 0.06914076, 0.07331757, ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([1.0317795, 1.0315815, 1.0313829, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([False, False, False, ...,  True,  True,  True])}",201.8783,15.239996,0.18177694,4.3295768e-05,False,2.6519213,9.412809,30.743927,48.72157,64.87856,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,2.8919647,9.34085,30.601871,48.71644,65.747116,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462866663109322752'
"{'flux': array([13.487234, 13.485087,  8.188751, ..., 29.091269, 29.091269,
       29.091269], dtype=float32), 'ivar': array([0.       , 0.0633193, 0.       , ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lsf_sigma': array([0.       , 1.0317425, 1.0315452, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False,  True, ...,  True,  True,  True])}",169.76334,9.135589,0.103065684,2.3595367e-05,False,7.97563,31.856894,87.31991,132.93028,182.07246,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,6.9889617,31.848316,86.986465,132.90073,180.6463,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462867762620950528'
"{'flux': array([6.6609383, 6.659814 , 3.9566028, ..., 4.7544556, 4.7544556,
       4.7544556], dtype=float32), 'ivar': array([0.        , 0.06715094, 0.        , ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([0.       , 1.0317564, 1.0315601, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False,  True, ...,  True,  True,  True])}",0.0,26.918333,0.07258749,2.1781527e-05,False,3.254006,8.248539,16.315226,23.335957,27.990528,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,2.7904775,8.143593,16.297716,23.08263,27.53737,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462868037498857472'
"{'flux': array([ 6.2856226,  6.284549 ,  6.759128 , ..., 32.098343 , 32.098343 ,
       32.098343 ], dtype=float32), 'ivar': array([0.        , 0.06053337, 0.        , ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([0.       , 1.0317897, 1.0315921, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False,  True, ...,  True,  True,  True])}",204.02109,8.173244,0.115420826,2.04123e-05,False,10.570763,37.8196,102.83069,156.69449,218.36938,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,10.266536,37.718273,102.86854,157.2914,216.53639,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462868312376764416'
"{'flux': array([ 6.5980225,  6.5969768,  5.0765524, ..., 15.505604 , 15.505604 ,
       15.505604 ], dtype=float32), 'ivar': array([0.        , 0.07831182, 0.        , ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([0.       , 1.031814 , 1.0316168, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False,  True, ...,  True,  True,  True])}",164.38461,12.143185,0.12754913,3.1578104e-05,False,4.8431416,17.000547,48.98667,77.75643,108.48345,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,5.1215844,16.933903,48.944855,77.66634,108.53505,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462868587254671360'
"{'flux': array([-1.0317353, -1.031559 ,  4.452251 , ...,  8.091831 ,  8.091831 ,
        8.091831 ], dtype=float32), 'ivar': array([0.        , 0.08409959, 0.        , ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([0.       , 1.0318328, 1.0316353, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False,  True, ...,  True,  True,  True])}",111.90376,14.050909,0.13456412,2.5986054e-05,False,2.8308501,9.908511,26.73159,43.845947,62.387054,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,2.968377,9.858069,26.734194,43.79161,62.869045,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462868862132578304'
"{'flux': array([9.7384405, 9.73679  , 4.5457153, ..., 4.9304357, 4.9304357,
       4.9304357], dtype=float32), 'ivar': array([0.        , 0.06827015, 0.        , ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([0.       , 1.0318816, 1.0316824, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False,  True, ...,  True,  True,  True])}",37.398716,42.47081,0.03965886,1.029024e-05,False,4.7320666,9.853397,16.112123,21.594908,25.65159,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,4.8681345,9.77409,16.05324,21.40269,24.922594,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462869137010485248'
"{'flux': array([46.929737, 46.921776, 48.2105  , ..., 52.26121 , 52.26121 ,
       52.26121 ], dtype=float32), 'ivar': array([0.       , 0.0473977, 0.       , ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lsf_sigma': array([0.       , 1.0318964, 1.0317   , ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False,  True, ...,  True,  True,  True])}",89.441895,7.696957,0.028330915,5.5087794e-06,False,76.19128,129.34492,223.12032,296.5251,371.6654,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,80.818344,128.0376,222.1446,297.73358,368.44562,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462869411888392192'
"{'flux': array([ 9.194055, 13.824048,  8.394181, ..., 13.938912, 13.938912,
       13.938912], dtype=float32), 'ivar': array([0.01180894, 0.06838692, 0.07288155, ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([1.0321184, 1.0319309, 1.0317329, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False, False, ...,  True,  True,  True])}",53.490997,9.496678,0.06477783,1.072445e-05,False,12.8371525,29.692482,57.756897,85.67447,102.43246,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,12.460761,29.600178,57.656414,85.51137,101.745255,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462869686766299136'
"{'flux': array([ 0.79633087,  5.124684  , -2.3184695 , ..., 11.119306  ,
       11.119306  , 11.119306  ], dtype=float32), 'ivar': array([0.08793324, 0.07853714, 0.08698501, ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([1.0321709, 1.0319718, 1.0317758, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False, False, ...,  True,  True,  True])}",135.22807,14.5395975,0.10325199,3.3511853e-05,False,3.2944684,12.882791,32.0436,49.152046,66.16228,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,3.2094193,12.828886,32.14896,48.943035,66.293594,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462869961644206080'
"{'flux': array([-1.4763097 ,  0.34557545,  5.451696  , ..., 17.983215  ,
       17.983215  , 17.983215  ], dtype=float32), 'ivar': array([0.0792788 , 0.07995462, 0.074609  , ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([1.0322455, 1.032049 , 1.0318533, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False, False, ...,  True,  True,  True])}",195.16939,14.308403,0.12664881,2.4285951e-05,False,3.4282985,16.15122,47.720688,79.312416,113.75603,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,5.422011,16.03497,47.619667,79.23147,113.115425,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462870786277926912'
"{'flux': array([1.2259285, 5.049991 , 1.7600515, ..., 7.7164016, 7.7164016,
       7.7164016], dtype=float32), 'ivar': array([0.08758479, 0.08070039, 0.08365257, ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([1.0322669, 1.0320714, 1.0318737, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False, False, ...,  True,  True,  True])}",121.090576,19.633749,0.13802718,3.7836446e-05,False,3.0234933,8.249758,21.78938,35.424564,49.34616,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,3.1014068,8.15762,21.774277,35.403942,49.91262,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462871061155833856'
"{'flux': array([2.8728406, 4.3537784, 3.9519098, ..., 4.4966617, 4.4966617,
       4.4966617], dtype=float32), 'ivar': array([0.07672006, 0.0756681 , 0.0770364 , ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([1.0322961, 1.0320992, 1.0319012, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False, False, ...,  True,  True,  True])}",152.31151,29.485888,0.1588731,2.2985574e-05,False,3.4210358,7.646581,16.890556,24.802023,32.51289,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,3.5634944,7.579605,16.566168,24.879343,31.975113,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462871336033740800'
"{'flux': array([ 3.4235945,  5.496563 ,  5.499864 , ..., 15.416346 , 15.416346 ,
       15.416346 ], dtype=float32), 'ivar': array([0.06523774, 0.0636963 , 0.06741289, ..., 0.        , 0.        ,
       0.        ], dtype=float32), 'lsf_sigma': array([1.035889 , 1.0356797, 1.0354713, ..., 0.       , 0.       ,
       0.       ], dtype=float32), 'lambda': array([ 3.7896580e+03,  3.7905305e+03,  3.7914033e+03, ...,
       -1.0000000e+00, -1.0000000e+00, -1.0000000e+00], dtype=float32), 'mask': array([ True, False, False, ...,  True,  True,  True])}",202.48221,13.04949,0.13230008,3.604825e-05,False,4.266341,15.073409,44.402504,69.83713,96.83607,0.9964863,5.256684,2.2860131,1.1454041,0.48073253,4.5584135,14.991782,44.32951,69.72083,97.10739,3.5592263,5.1594167,2.4163275,1.190896,0.58247447,b'    462871610911647744'
